@attribute a166 numeric
@attribute a167 numeric
@attribute a168 numeric
@attribute a169 numeric
@attribute a170 numeric
@attribute a171 numeric
@attribute a172 numeric
@attribute a173 numeric
@attribute a174 numeric
@attribute class {2,5,6,7,8,12,16,35,39}

@data

7.12457640674e-218,1.0,1.0,7.12457640674e-218,2.88937283258e-157,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.65748331438e-53,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,0.999999999878,4.87888684526e-13,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,3.93643760246e-197,4.95878486874e-63,7.12457640674e-218,1.0,1.24167898861e-47,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.47702186146e-17,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.08196484615e-91,1.0,1.0,8.02384278804e-86,1.0,7.12457640674e-218,1.0,1.3379085498e-194,1.0,2.62969758831e-142,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,4.5036191545e-118,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,6.482672804e-168,5.00015045714e-23,7.12457640674e-218,1.0,2.07103222616e-37,7.12457640674e-218,3.3351388988e-179,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,6.35814708175e-177,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,8
7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.39324841971e-144,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22472494162e-149,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.92480053915e-115,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,6.98574064186e-59,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.39385135787e-177,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.10412574933e-71,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,4.00239764714e-102,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,9.15887432589e-87,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,6.34288252966e-111,1.0,1.0,1.0,7.12457640674e-218,2.27624205891e-153,1.0,1.63026222657e-159,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.01412212455e-111,1.0,7.12457640674e-218,1.0,1.97696607327e-104,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,2.10475743363e-70,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,8.26653992456e-176,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,8.76784579191e-45,1.0,1.60778065648e-178,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.51320806437e-27,1.0,1.0,1.0,1.0,8
7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,8.83282819295e-111,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,4.71833226397e-95,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.80747422625e-103,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,6.75177296156e-136,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,5.38666287425e-115,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.01790462189e-121,1.0,4.39434228311e-179,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,8.08023312683e-194,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.10551592562e-129,1.0,7.12457640674e-218,6.1950459342e-132,7.12457640674e-218,1.0,7.41556304301e-23,7.12457640674e-218,1.0,7.12457640674e-218,3.14529190893e-129,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.83039563438e-125,1.0,1.0,1.0,1.85956906579e-132,2.02264474564e-203,1.0,1.29063863199e-172,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,3.88384811859e-69,1.0,7.12457640674e-218,1.0,3.53699534432e-166,7.12457640674e-218,1.0,1.0,1.0,2.90094573356e-15,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,4.47926491849e-142,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,4.23167408442e-94,5.55867588982e-153,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.11814803555e-191,1.0,1.75581535565e-45,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.40690198895e-41,8
7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,2.13223837915e-114,7.12457640674e-218,7.12457640674e-218,1.33459694017e-196,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.44806090263e-107,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.51789243833e-113,1.0,7.12457640674e-218,1.0,5.2048511342e-53,5.18885971088e-125,1.0,1.0,1.0,1.0,1.0,5.31844387166e-108,1.0,7.12457640674e-218,1.0,4.78110489397e-199,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,5.64112969016e-196,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,3.0406956783e-21,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,5.31848758567e-153,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,6.53240543476e-114,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,2.17276518629e-33,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,2.66580470669e-124,1.0,7.12457640674e-218,6.21692876397e-196,7.12457640674e-218,1.0,3.27140446431e-19,1.0,7.12457640674e-218,7.12457640674e-218,1.0,2.30826416743e-195,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,4.75674115838e-98,8
7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,3.56703325616e-145,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,5.00456668572e-145,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,8.08226580927e-98,2.77384741333e-18,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,6.68044260403e-113,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.666970551e-152,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,2.60995398013e-206,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,4.54780866303e-23,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.27118445041e-208,1.0,1.1996601041e-195,1.0,1.0,1.0,1.0,3.80117613284e-23,1.0,1.0,7.12457640674e-218,5.50658276845e-216,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.50095206917e-63,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,3.72845957435e-57,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,2.49414212453e-141,1.0,1.0,1.0,1.0,7.12457640674e-218,3.82894042384e-146,1.0,1.0,2.65725743382e-57,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,2.44084741313e-57,1.0,12
7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,3.38509821254e-199,4.88427119667e-167,0.999999995692,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,6.72311623908e-84,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,3.88223097571e-166,1.0,1.0,7.12457640674e-218,7.72344428432e-80,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.22470369395e-41,1.0,1.0,1.0,1.0,3.12803876187e-77,1.0,2.36505284194e-107,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,3.8117120024e-50,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.31742263713e-14,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,5.15684872809e-41,1.0,1.0,1.0,1.0,7.12457640674e-218,1.38555223094e-38,2.51353956238e-10,0.999999994388,7.02000783736e-94,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,2.40609445234e-112,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,9.46702780753e-11,5.39838406093e-71,1.0,12
7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.93373262285e-98,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,4.4200405492e-26,1.0,1.0,7.84883275553e-108,8.43844758951e-53,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.63394350542e-81,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.13177970714e-198,7.12457640674e-218,1.0,1.0,1.0,5.20461257352e-193,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.05119874466e-130,1.0,7.12457640674e-218,1.8857671981e-169,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,0.999999999969,7.12457640674e-218,2.15997243589e-45,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.10509858261e-20,1.0,8.48547185175e-08,1.0,1.41311410977e-217,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.83052913229e-152,7.12457640674e-218,1.0,1.0,1.25105314698e-15,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,3.77309607357e-125,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,8.54418456193e-36,8.22372224967e-157,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,3.26015532496e-177,1.0,2.8100394864e-214,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0953979159e-74,2.70812867254e-44,1.0,16
7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,3.93297575143e-161,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,4.41094185257e-70,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.99015756348e-60,1.0,1.0,2.83571459701e-105,2.5947653239e-49,1.0,1.0,7.12457640674e-218,7.12457640674e-218,4.20564974523e-168,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,9.83730162769e-177,7.12457640674e-218,1.0,1.0,1.0,4.54045112971e-203,1.0,1.0,2.33325088425e-213,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.32980497564e-131,1.0,1.49241893207e-206,2.10881689331e-175,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.88869106493e-50,1.0,7.12457640674e-218,2.62055461877e-107,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.62454323445e-45,1.0,8.69974594834e-84,1.0,3.36187858093e-148,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,2.03990490932e-192,7.12457640674e-218,1.0,1.0,1.94041187909e-108,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,0.999999999936,3.27463105329e-178,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.52189179473e-211,1.0,8.27041497875e-190,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,3.54279525414e-51,7.90994660033e-90,1.0,16
7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,3.481456814e-120,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.93948482489e-32,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,0.999999999997,1.0,7.12457640674e-218,2.52782744768e-31,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,4.87248182172e-58,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.1552152329e-56,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,5.18673550502e-121,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.9496488283e-137,1.0,1.0,1.0,1.0,1.0,1.0,9.79501741245e-71,1.0,1.0,7.12457640674e-218,7.12457640674e-218,9.36878241032e-65,1.0,7.12457640674e-218,2.33939013398e-114,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,1.12854114839e-162,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,2.0684853774e-28,1.0,1.0,1.19434711484e-65,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.11321708657e-196,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,3.42535120515e-86,1.0,16
7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,1.64765077012e-55,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,3.87271316658e-68,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,0.999999999862,1.0,6.87669120535e-115,4.05463520368e-30,0.999999999688,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,8.82258063952e-20,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.92650486483e-76,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,9.76174836869e-207,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,9.36717091289e-53,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,2.36756048144e-146,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.77842425256e-113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,7.12457640674e-218,2.31353746588e-38,1.0,7.12457640674e-218,2.93569906361e-97,7.12457640674e-218,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,2.47071612668e-160,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,4.51517629196e-31,1.0,1.56164116593e-76,2.79992540576e-96,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,2.06466160627e-171,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.07558416586e-107,1.0,16
7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,3.35124860705e-180,1.0,1.0,1.0,1.0,1.0,1.0,1.1916264988e-182,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,7.12457640674e-218,1.0,1.0,1.0,1.0,6.4303549577e-139,7.55725397241e-58,1.0,1.0,7.12457640674e-218,7.12457640674e-218,9.87181496797e-107,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,3.85701916233e-16,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0388715312e-187,1.0,1.0,3.52659354189e-108,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.90958438891e-77,1.0,7.91730518171e-199,6.35721889459e-142,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,2.12959622317e-73,1.0,7.12457640674e-218,7.60692519143e-57,7.12457640674e-218,0.999999999973,7.12457640674e-218,1.0,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,9.14163284469e-83,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,7.12457640674e-218,3.69301968534e-201,7.12457640674e-218,1.0,1.0,1.71056631291e-166,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,7.12457640674e-218,1.0,1.0,1.0,2.2107911487e-102,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,1.0,1.0,1.0,1.0,1.0,7.12457640674e-218,1.0,2.14420649472e-34,3.1258618974e-164,7.12457640674e-218,1.0,1.0,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,7.12457640674e-218,1.0,5.39584818846e-117,1.0,7.12457640674e-218,1.0,1.0,1.05872295723e-87,7.12457640674e-218,1.0,1.0,1.70944474273e-38,5.08067500285e-145,1.0,16
