@relation weka.kuku

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute class {2,5,6,7,8,12,16,35,39}

@data

0.989687573775,0.0557735066111,0.816326351193,0.0866115416216,0.00605900259034,0.872595504881,0.996472777853,0.907966243907,0.114956812953,0.992896800922,0.00479661297357,0.891473267648,0.00726446492011,0.00839237042778,0.292175180683,0.00630271811003,0.115806563955,0.0086098725709,0.111220010373,0.0660725437671,0.992878130694,0.993229746206,0.982145179114,0.998644056975,0.00696159494519,0.988165342405,0.981586340128,0.880745971178,0.00264442900023,0.984464892005,0.00841425813877,0.997084501895,0.00631954457172,0.99707115689,0.917765623699,0.107222196364,0.00593338217219,0.0613630934433,0.00875650004663,0.00325949350626,0.350029736261,0.994091289709,0.00704275789507,0.997602465907,0.801180698158,0.990292313196,0.00202195730901,0.0174334001789,0.989066454628,0.00407495366669,0.858873907065,0.190987432414,0.932611424234,0.0153371708958,0.0228601490643,0.856954646229,0.00675721481394,0.117661587728,0.00464482785035,0.987965552107,0.980412574934,0.994973484245,0.818291555143,0.0151596655053,0.178630176887,0.109280619342,0.793503016327,0.992078214578,0.00682302229276,0.987235301807,0.0891569136619,0.992900094826,0.00324154116836,0.992270660584,0.647011072288,0.945124138147,0.884602576775,0.817298855506,0.00975681299938,0.00932279908572,0.221560463225,0.0175752926237,0.204134505732,0.777371322077,0.00803731402366,0.981186490799,0.171063538641,0.00822928114293,0.0109307681735,0.00591594569977,0.98987234269,0.0838523782548,0.956916353632,0.0129350394921,0.993317996766,0.180463530081,0.923084368847,0.703760331403,0.000115450311847,0.00845436922115,5
0.988300176584,0.665726243687,0.505208815588,0.561689594431,0.00950375629708,0.518774275924,0.963221671105,0.927529392147,0.0766614563602,0.989095118982,0.00341029721107,0.770427773076,0.0122802638515,0.0744872102015,0.166802155874,0.0492224095628,0.398106029262,0.00969088044183,0.0527039898419,0.315304787227,0.989050129892,0.990800214333,0.940688513442,0.996947328814,0.131193102257,0.928097880529,0.933400358214,0.615033594542,0.00512201127663,0.929421871548,0.00950176556425,0.995865432127,0.00550543353218,0.995834296684,0.397684391802,0.490780226357,0.00933558242793,0.271846856767,0.00896600471116,0.00463266132467,0.281394458828,0.9948635906,0.00395412414958,0.995294477122,0.804177818123,0.983736439928,0.00390825246735,0.181874335372,0.987638639428,0.00553327202007,0.571744129589,0.15014702809,0.740309841262,0.0704203750811,0.019020972841,0.882868245727,0.010438521913,0.473360557806,0.0629706287847,0.959708328656,0.795189975449,0.992042974699,0.865835933825,0.130808485471,0.134174531353,0.322874976563,0.845639043224,0.944986982971,0.0377941500811,0.920086132078,0.0785170191179,0.98909302622,0.00458574590658,0.991700758132,0.719418439281,0.704879895745,0.602460796745,0.958780171448,0.0166135877996,0.0808287997681,0.226801298522,0.0952683039794,0.141941386561,0.771973164841,0.00765281793321,0.976566793713,0.611547761638,0.0113309830442,0.155933993061,0.00929669139366,0.94702306709,0.382020517145,0.822013994966,0.00623495575257,0.990889230084,0.137562717543,0.8849525228,0.83295741342,0.00127375542934,0.00955906394836,5
0.988329944157,0.550834604904,0.200020311828,0.490236471166,0.00978623573773,0.286936370976,0.986155972546,0.968814394806,0.0383386656283,0.983966573125,0.00519516773776,0.760278169356,0.0301346475324,0.077967210905,0.184212358721,0.0611486248994,0.276346966661,0.00593292080625,0.0228169042788,0.147801856009,0.98390951113,0.993996214491,0.855969175343,0.999054828852,0.156525617586,0.883798803311,0.85883773426,0.382083074686,0.00658599652672,0.816725679005,0.00578818457666,0.993423932494,0.00477092231549,0.993386812861,0.471865386504,0.468884124083,0.00963127204106,0.266655551562,0.0078650765349,0.00733612914807,0.350661941062,0.995540045302,0.00294424054313,0.993937862599,0.880282452802,0.982377921823,0.00195702405793,0.368654601711,0.972167314483,0.00162323216863,0.538512380771,0.129056951079,0.721349386336,0.183000335849,0.055334795659,0.904734889618,0.0105882693112,0.714071653494,0.0383619106696,0.955401128792,0.596479584572,0.991765748301,0.876814096507,0.190311280908,0.126791632457,0.450703125263,0.89225396909,0.885953272839,0.0478722892931,0.895331422315,0.049623162459,0.983976412067,0.00726104013747,0.992172873686,0.651048751841,0.72919447928,0.723026748041,0.977832145613,0.0180564708642,0.118153611869,0.189556072932,0.288499364753,0.0677795008729,0.852155690081,0.010451857439,0.976299389152,0.760319551259,0.00738202798625,0.210703764226,0.00958172357836,0.90158048957,0.447130972534,0.90628570892,0.00976739250334,0.994068759819,0.124608358827,0.959557893515,0.815745172443,0.000916089364556,0.00581111862065,5
0.0303841136126,0.0463865235433,0.0339960046331,0.0417150059927,0.00565104703351,0.0436871478613,0.987286364809,0.00946721543253,0.988979191383,0.989019300059,0.958400321008,0.0302506503296,0.00262700938884,0.0132693752819,0.981605337899,0.968317215676,0.0309535164328,0.0232684883408,0.986363273212,0.0301584973047,0.989037934727,0.987867586413,0.062327073638,0.978258923286,0.0135491577264,0.0610961021291,0.0762962313349,0.0254776013744,0.0240366016177,0.0681307736463,0.0225596546523,0.999612149594,0.962943732747,0.999609702325,0.965017873211,0.0311065100802,0.00561230197482,0.987205103926,0.00841737791751,0.000438256832598,0.0389263296895,0.0373379627077,0.952550761141,0.976497968871,0.938496453915,0.970948583375,0.0304470779684,0.00755217791962,0.997087368024,0.0267034879585,0.980958859182,0.985281119009,0.0106767321367,0.931271542776,0.936662328963,0.00865292720877,0.00574010173203,0.971692104654,0.015474353938,0.0542004564297,0.987593002554,0.994817360682,0.0162938359597,0.00663063141831,0.984150560687,0.979334334207,0.948364275453,0.078700659862,0.907610745152,0.983734790072,0.996412055191,0.988992133487,0.000434961828486,0.0302670561348,0.96177422347,0.00258635210802,0.969713954679,0.0174247041113,0.030027398523,0.0133320163827,0.0588861767939,0.924098562534,0.0413768140127,0.95902262574,0.000991603799527,0.980072391116,0.0261667972509,0.0133818992621,0.0119621457205,0.00561288691824,0.0736812331251,0.98604929031,0.00662460802784,0.939667416966,0.987909534195,0.978387008536,0.947912852849,0.019194865596,0.0306723610268,0.022552524035,2
0.990619399831,0.0412431366788,0.989215199215,0.0169416938843,0.031075110973,0.967916358688,0.00617757671607,0.973809405834,0.00701931031445,0.0118715526704,0.00214079035869,0.0258642477917,0.00685640911478,0.989454756277,0.0648962147153,0.987510403281,0.0252979109157,0.99083500027,0.995525597252,0.997467675925,0.0118702280815,0.971901988535,0.0709365737815,0.980411662737,0.0302421681046,0.967921877815,0.0114800359344,0.0154011674466,0.00522842868118,0.996360692798,0.990904918547,0.99269432008,0.00202039261539,0.99267491571,0.926210705086,0.0354079353171,0.0306371589633,0.99461917241,0.992397886981,0.0080750668847,0.98901441463,0.998334291455,0.98426128838,0.995095922196,0.981614160958,0.0131831916805,0.00536569782265,0.0261964680207,0.0216200531126,0.990802492829,0.00950773270113,0.079265801447,0.0261064932366,0.00393457334511,0.0124688829885,0.995071768144,0.0319136894503,0.0117872081453,0.993945944093,0.0800874327352,0.994772595138,0.971042317546,0.975993501095,0.0319904522088,0.0312318130435,0.974556070773,0.0243753215819,0.990346255828,0.0119090441117,0.0481080169477,0.990833469548,0.0118933505064,0.00807533063148,0.0224025445582,0.0115694098152,0.97925560204,0.976770604269,0.0181907864665,0.987846531855,0.00655628041657,0.997578469468,0.984717310879,0.0109735718074,0.919741318859,0.984106194873,0.983700060595,0.0248422718075,0.0305082179643,0.0286708311892,0.0306173644325,0.0405890640017,0.00983841967761,0.00607949390347,0.985391878301,0.972073884129,0.0292504243726,0.00714067537055,0.940096459021,0.00929146032686,0.990891203899,2
0.928144704506,0.0443929130363,0.99924047231,0.00748214230566,0.0620974213984,0.993077184995,0.00502791124581,0.929425701867,0.0162806177107,0.0172894229346,0.0326831837289,0.0755758041117,0.00634810394604,0.994956500779,0.0445419452769,0.995086333187,0.00991380830725,0.98769285323,0.996561016669,0.992251287761,0.0172711352347,0.946279976802,0.0625492494335,0.876293862844,0.0328715714364,0.978981229059,0.0207812710088,0.245930132447,0.0321748949194,0.989348627215,0.987820350368,0.995434177745,0.0358167391203,0.995419413172,0.97813847741,0.00171801109287,0.0613731229274,0.990031801082,0.988731477342,0.00501221710796,0.942877031216,0.968979006767,0.998265521709,0.969192858049,0.99778642714,0.0150552447904,0.0473867591781,0.0223824956865,0.0411466808111,0.998305897834,0.134489332223,0.0443663822039,0.111252796139,0.0110858716065,0.0308470125595,0.990470580801,0.0623181796627,0.000767345731606,0.994197861861,0.073726699513,0.997745406485,0.940842112168,0.937780805791,0.0319809196675,0.0757004289662,0.909763587195,0.0339921529547,0.966517617536,0.0493717706105,0.0610038958185,0.995128444282,0.0172556890565,0.00500731414601,0.00219200797122,0.059041121536,0.983208838596,0.990426812482,0.0358098938802,0.985206623786,0.0119049169949,0.978311286953,0.970846844345,0.0214159790049,0.955247353465,0.971758463235,0.980789624725,0.00104234838872,0.0556891614453,0.0125146598778,0.0612446900444,0.0103826137341,0.00633333819985,0.0122709806696,0.986645003745,0.946684761182,0.0706114869288,0.00829863452937,0.957317932872,0.098896635906,0.987851577503,2
0.997990661623,0.0085610458538,0.991863535491,0.0157513652244,0.0212048296317,0.984366308128,0.0109756373118,0.992614475228,0.00208687474034,0.0467885299338,0.00106158091531,0.0405965252019,0.00793462947531,0.982182452073,0.0264561736293,0.92909715694,0.0642946867694,0.962025782896,0.956403150388,0.99473535379,0.0467690225338,0.985628230788,0.177736778753,0.991825063683,0.00998517261228,0.981574745274,0.0388779677794,0.0755081763536,0.00424956978969,0.996256425882,0.962358381953,0.990052754183,0.00072114233416,0.990037305644,0.970532791588,0.0411469654229,0.0208430418267,0.955927797086,0.978011780655,0.0108978194647,0.966579941687,0.999397224927,0.896769707085,0.996049304887,0.98748516437,0.0691307942381,0.00322747967932,0.0278215435598,0.0427903926103,0.959423338886,0.00921622435335,0.02043459262,0.108285589971,0.00393785395808,0.00419122112598,0.998888229484,0.0224182988309,0.00462058465371,0.985469068227,0.180665471035,0.992843131858,0.980831647449,0.992632304135,0.048742380821,0.0103805672322,0.93783540535,0.0626679297412,0.994394834724,0.0102837084514,0.0580200107629,0.823609695104,0.0467904656949,0.0109216010157,0.252880432292,0.0346165017307,0.994135206345,0.939959551733,0.0203197063702,0.934844852076,0.0164478633699,0.98421361427,0.92494825737,0.0139729560691,0.93322397394,0.977591013154,0.984820712848,0.0460196259264,0.0158022416757,0.0218487510408,0.0207561133721,0.162076314492,0.0041485075312,0.0498032808354,0.911817321107,0.985793886586,0.00978883216576,0.0421855522623,0.974983469366,0.000482316250852,0.962412367173,2
0.998003544654,0.00889189616321,0.989892852768,0.0144110157827,0.0278993231886,0.974199388716,0.0227214073167,0.990459851368,0.00231596010747,0.0312662294668,0.000712943785418,0.0649187381355,0.010113188393,0.972797403655,0.0571145229035,0.883674399164,0.0508316842778,0.96612174977,0.969483310529,0.994392057558,0.0312568243412,0.981805117411,0.298928594007,0.99277471806,0.0069910824739,0.987432787616,0.0555701081506,0.064616005787,0.00374613427773,0.997952689061,0.966414533168,0.98933754768,0.000470538455391,0.989346180775,0.963890702696,0.0420800848725,0.0274317473265,0.958964351948,0.981517552052,0.0116383623833,0.986195639103,0.999610110882,0.875253246736,0.996542920695,0.97913746631,0.049572995466,0.00230355967951,0.028829234024,0.0375184958332,0.951374900899,0.00869392380621,0.0394409924774,0.139443833237,0.00217049165256,0.00616586560452,0.998408791157,0.0296542030643,0.00560791596216,0.976143734232,0.394904874855,0.994727116423,0.974811757572,0.986561617672,0.0389523563894,0.0180335012938,0.921846451534,0.0413318872357,0.99653922015,0.00486527193911,0.1049708415,0.877409629324,0.0312762300109,0.0116507282598,0.261643084098,0.0144051880536,0.993961493023,0.953022450452,0.0169572873794,0.953694331545,0.00932481016616,0.994837880362,0.915582100025,0.0184086538891,0.85667873703,0.97601149159,0.985317646585,0.0632807625926,0.0201188282092,0.0215271234224,0.0274171013259,0.24144623652,0.00351998586196,0.0641710484065,0.920956215088,0.982033260126,0.0175141030472,0.0250109499326,0.946465552177,0.00047412529522,0.966411264431,2
0.988508574068,0.00312001670798,0.996079850985,0.00566078605422,0.0446624549027,0.982892671328,0.0352986304508,0.988130245479,0.00118903030019,0.025614869532,0.000993284806479,0.340521142358,0.0174371283466,0.976799675343,0.0471860476105,0.907460481741,0.0175906029798,0.954536463087,0.94061428576,0.976363211922,0.0255602200046,0.964424142728,0.354678981541,0.979228374964,0.00264307071678,0.986665224121,0.0949045802532,0.33532430523,0.00863140137533,0.996348183331,0.955450342257,0.99137239745,0.000727282044531,0.99138606136,0.993705069798,0.00687707413029,0.0441315622182,0.898917540252,0.973899407727,0.0093195974245,0.950089008345,0.999380379589,0.909149091918,0.991981012655,0.994055403791,0.0301607444635,0.00274978759005,0.0512058308642,0.0555669763447,0.958397492549,0.0937311465715,0.0278009026989,0.405601491138,0.00379474971695,0.0205093457131,0.998643935225,0.0484352700599,0.00170737048195,0.979661435864,0.583423665217,0.995814947938,0.959166448448,0.971657715602,0.0428854830448,0.0354513390799,0.751439016546,0.0866746705311,0.989868237309,0.00859808957821,0.151507009981,0.850925993785,0.0255625603585,0.00929647250016,0.13801317287,0.0512362907745,0.991798425055,0.983682507134,0.0238559421452,0.970803783001,0.015135180506,0.987926939545,0.902289036711,0.0114706555718,0.902614894751,0.932648006909,0.985739909981,0.0237481458347,0.0378472738907,0.0444338534693,0.043892165364,0.201066802017,0.00178693094759,0.21216659888,0.91559900664,0.964944438813,0.0347924547294,0.030653226006,0.954786183478,0.000622610106836,0.955479741152,2
